id_fatto,id_tempo,id_prodotto,id_farmacia,id_cliente,quantita,prezzo_unitario,fatturato,margine
1059,20230701,39,4,99,1,4.64,4.64,-9.07
1060,20231018,15,3,133,9,4.18,37.62,-37.53
1061,20230112,21,4,138,7,6.21,43.47,24.43
1062,20240304,5,4,111,4,9.82,39.28,-14.80
1063,20241227,31,2,52,10,13.79,137.90,68.60
1064,20240529,30,3,37,4,38.89,155.56,84.08
1065,20240401,26,5,126,4,36.59,146.36,84.44
1066,20240416,37,1,117,2,35.48,70.96,59.10
1067,20231222,20,4,107,10,34.29,342.90,175.90
1068,20230913,40,4,179,8,27.05,216.40,126.32
1069,20240805,26,1,161,4,8.00,32.00,-29.92
1070,20240704,5,2,32,8,30.95,247.60,139.44
1071,20240113,7,5,54,6,8.26,49.56,-36.96
1072,20240602,30,1,119,2,27.67,55.34,19.60
1073,20240126,26,2,182,7,11.52,80.64,-27.72
1074,20230520,30,4,63,8,22.84,182.72,39.76
1075,20241231,9,4,5,5,8.48,42.40,25.95
1076,20240913,12,3,20,2,16.85,33.70,23.58
1077,20241118,18,2,9,8,10.23,81.84,-76.64
1078,20241122,14,4,165,1,32.84,32.84,26.20
1079,20241109,7,4,13,5,24.73,123.65,51.55
1080,20240122,16,3,8,4,2.61,10.44,-64.88
1081,20230115,13,1,171,4,5.67,22.68,-1.04
1082,20230621,11,1,83,7,32.99,230.93,148.96
1083,20240729,13,5,110,4,17.01,68.04,44.32
1084,20230504,14,1,168,6,2.57,15.42,-24.42
1085,20231120,25,2,72,8,27.00,216.00,171.52
1086,20241027,24,1,197,2,17.62,35.24,10.62
1087,20240905,7,5,154,10,38.44,384.40,240.20
1088,20231129,25,2,177,6,30.95,185.70,152.34
1089,20231122,31,1,150,6,9.74,58.44,16.86
1090,20240404,33,2,60,9,39.56,356.04,190.62
1091,20230122,8,3,159,4,30.78,123.12,46.28
1092,20230323,9,3,53,8,7.76,62.08,35.76
1093,20241019,16,5,72,8,14.49,115.92,-34.72
1094,20231122,3,5,7,7,12.96,90.72,25.55
1095,20230823,22,3,171,4,4.05,16.20,-38.32
1096,20230912,15,5,162,7,8.97,62.79,4.34
1097,20230107,32,1,53,4,39.70,158.80,88.00
1098,20230509,12,5,61,9,37.41,336.69,291.15
1099,20240603,28,4,109,5,9.51,47.55,4.75
1100,20230630,16,3,52,5,38.77,193.85,99.70
1101,20231006,6,3,109,7,19.89,139.23,52.43
1102,20240601,28,2,98,8,21.36,170.88,102.40
1103,20240313,20,5,66,9,29.61,266.49,116.19
1104,20240125,20,4,19,5,25.03,125.15,41.65
1105,20231208,31,2,129,3,2.16,6.48,-14.31
1106,20240119,26,4,126,7,16.18,113.26,4.90
1107,20231112,38,1,32,7,39.71,277.97,172.69
1108,20240130,11,2,193,7,31.31,219.17,137.20
1109,20231223,32,3,189,1,37.21,37.21,19.51
1110,20230910,31,1,179,6,27.70,166.20,124.62
1111,20241112,10,3,66,10,27.88,278.80,128.80
1112,20230911,38,2,183,1,5.51,5.51,-9.53
1113,20240129,38,1,43,9,35.29,317.61,182.25
1114,20240313,20,5,79,9,16.55,148.95,-1.35
1115,20240226,6,1,37,10,15.09,150.90,26.90
1116,20231003,14,4,44,5,13.46,67.30,34.10
1117,20240518,7,1,188,7,26.87,188.09,87.15
1118,20240317,12,3,47,3,9.52,28.56,13.38
1119,20240529,29,5,47,4,4.24,16.96,-52.72
1120,20230716,27,4,21,10,26.18,261.80,217.20
1121,20231028,25,1,61,5,3.13,15.65,-12.15
1122,20240504,7,1,171,1,38.30,38.30,23.88
1123,20240819,7,2,134,9,16.28,146.52,16.74
1124,20230930,31,3,88,10,16.09,160.90,91.60
1125,20231119,24,4,85,7,39.06,273.42,187.25
1126,20230413,30,4,32,3,38.89,116.67,63.06
1127,20240627,16,3,122,8,27.04,216.32,65.68
1128,20240611,13,1,93,6,18.14,108.84,73.26
1129,20230216,21,4,157,4,17.21,68.84,57.96
1130,20230325,28,4,50,2,13.17,26.34,9.22
1131,20241230,34,5,23,9,20.92,188.28,90.27
1132,20231105,36,4,124,3,38.29,114.87,92.37
1133,20241109,16,2,180,4,37.88,151.52,76.20
1134,20230402,28,1,99,3,14.41,43.23,17.55
1135,20231015,17,4,163,2,37.06,74.12,44.14
1136,20240518,22,2,165,10,24.83,248.30,112.00
1137,20231218,25,5,30,7,10.49,73.43,34.51
1138,20231025,8,1,191,6,37.61,225.66,110.40
1139,20230429,24,2,1,6,23.92,143.52,69.66
1140,20231115,38,5,82,4,39.23,156.92,96.76
1141,20240109,9,5,3,10,6.05,60.50,27.60
1142,20240705,21,2,117,5,20.99,104.95,91.35
1143,20230531,19,2,177,1,13.74,13.74,6.24
1144,20230507,37,4,97,4,28.76,115.04,91.32
1145,20230302,10,2,199,4,4.00,16.00,-44.00
1146,20230703,26,3,87,3,22.82,68.46,22.02
1147,20240308,31,3,73,7,22.06,154.42,105.91
1148,20231017,13,5,149,7,14.29,100.03,58.52
1149,20230225,20,4,124,3,18.79,56.37,6.27
1150,20231026,14,2,186,4,2.35,9.40,-17.16
1151,20240812,10,4,15,7,8.39,58.73,-46.27
1152,20230409,31,2,87,1,21.59,21.59,14.66
1153,20240830,10,4,126,4,11.15,44.60,-15.40
1154,20231106,39,2,172,7,39.66,277.62,181.65
1155,20241105,30,4,3,5,18.91,94.55,5.20
1156,20230503,6,1,58,8,36.52,292.16,192.96
1157,20230124,37,5,152,8,30.32,242.56,195.12
1158,20230705,31,4,17,5,5.78,28.90,-5.75
1159,20241231,12,4,136,1,33.06,33.06,28.00
1160,20240515,34,5,32,9,32.02,288.18,190.17
1161,20230801,8,2,115,10,2.20,22.00,-170.10
1162,20231118,3,2,144,10,8.13,81.30,-11.80
1163,20230920,6,1,44,9,38.72,348.48,236.88
1164,20240309,1,2,76,5,37.94,189.70,171.90
1165,20241105,29,2,91,10,13.89,138.90,-35.30
1166,20240912,33,2,10,2,3.70,7.40,-29.36
1167,20230712,20,2,92,3,10.21,30.63,-19.47
1168,20231012,40,4,167,2,11.91,23.82,1.30
1169,20230617,30,1,37,5,37.73,188.65,99.30
1170,20240702,5,3,166,4,23.42,93.68,39.60
1171,20240607,11,4,98,3,31.94,95.82,60.69
1172,20230127,16,1,141,5,6.18,30.90,-63.25
1173,20240221,22,1,38,6,31.57,189.42,107.64
1174,20230820,1,1,27,7,10.44,73.08,48.16
1175,20230507,34,3,136,10,20.61,206.10,97.20
1176,20231224,37,3,13,9,5.76,51.84,-1.53
1177,20230624,25,2,137,6,27.76,166.56,133.20
1178,20240718,26,4,132,10,2.36,23.60,-131.20
1179,20241231,9,2,186,7,12.16,85.12,62.09
1180,20241016,16,5,91,7,8.96,62.72,-69.09
1181,20240424,19,3,59,7,29.30,205.10,152.60
1182,20231109,6,3,163,7,34.12,238.84,152.04
1183,20230323,16,1,74,3,5.21,15.63,-40.86
1184,20240721,1,4,128,9,7.18,64.62,32.58
1185,20240611,35,1,49,7,25.40,177.80,97.44
1186,20230108,28,5,136,6,30.08,180.48,129.12
1187,20241201,3,5,196,8,27.63,221.04,146.56
1188,20240620,12,1,14,6,21.52,129.12,98.76
1189,20240308,25,2,174,6,14.84,89.04,55.68
1190,20230913,8,3,1,5,12.06,60.30,-35.75
1191,20241008,26,2,132,5,38.45,192.25,114.85
1192,20230206,40,4,85,1,25.39,25.39,14.13
1193,20231102,7,1,91,6,9.07,54.42,-32.10
1194,20230110,28,4,40,4,21.54,86.16,51.92
1195,20240225,32,1,121,3,11.51,34.53,-18.57
1196,20240209,20,3,69,7,22.38,156.66,39.76
1197,20230422,29,2,92,3,18.49,55.47,3.21
1198,20241227,8,2,191,5,16.99,84.95,-11.10
1199,20231206,11,2,31,8,39.35,314.80,221.12
1200,20240307,36,4,103,3,31.05,93.15,70.65
1201,20230601,7,2,195,5,24.89,124.45,52.35
